//Exported ASCII-File
[Header]
FileName = xxx
GraphName = xxx
SizeX = 1
SizeY = 1
SizeGraph = 1465
PositionUnit = µm
PositionX = 1602.80000004657
PositionY = -929.099999953434
PositionZ = 0
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	90deg (B+R)WT1 (Repaired)
rel. 1/cm	CCD cts
 2.11901E+03	 1.27446E+03
 2.12128E+03	 1.27730E+03
 2.12355E+03	 1.27638E+03
 2.12581E+03	 1.27444E+03
 2.12808E+03	 1.27606E+03
 2.13035E+03	 1.27614E+03
 2.13262E+03	 1.27640E+03
 2.13488E+03	 1.27638E+03
 2.13715E+03	 1.27608E+03
 2.13941E+03	 1.27552E+03
 2.14167E+03	 1.27680E+03
 2.14394E+03	 1.27682E+03
 2.14620E+03	 1.27502E+03
 2.14846E+03	 1.27742E+03
 2.15072E+03	 1.27560E+03
 2.15298E+03	 1.27520E+03
 2.15524E+03	 1.27524E+03
 2.15750E+03	 1.27634E+03
 2.15976E+03	 1.27552E+03
 2.16202E+03	 1.27612E+03
 2.16427E+03	 1.27618E+03
 2.16653E+03	 1.27634E+03
 2.16878E+03	 1.27666E+03
 2.17104E+03	 1.27528E+03
 2.17329E+03	 1.27496E+03
 2.17555E+03	 1.27460E+03
 2.17780E+03	 1.27612E+03
 2.18005E+03	 1.27386E+03
 2.18230E+03	 1.27444E+03
 2.18455E+03	 1.27438E+03
 2.18681E+03	 1.27308E+03
 2.18905E+03	 1.27440E+03
 2.19130E+03	 1.27570E+03
 2.19355E+03	 1.27376E+03
 2.19580E+03	 1.27460E+03
 2.19805E+03	 1.27496E+03
 2.20029E+03	 1.27392E+03
 2.20254E+03	 1.27334E+03
 2.20478E+03	 1.27486E+03
 2.20703E+03	 1.27520E+03
 2.20927E+03	 1.27498E+03
 2.21151E+03	 1.27446E+03
 2.21376E+03	 1.27416E+03
 2.21600E+03	 1.27410E+03
 2.21824E+03	 1.27510E+03
 2.22048E+03	 1.27432E+03
 2.22272E+03	 1.27324E+03
 2.22496E+03	 1.27334E+03
 2.22720E+03	 1.27442E+03
 2.22943E+03	 1.27494E+03
 2.23167E+03	 1.27456E+03
 2.23391E+03	 1.27468E+03
 2.23614E+03	 1.27470E+03
 2.23838E+03	 1.27522E+03
 2.24061E+03	 1.27350E+03
 2.24285E+03	 1.27302E+03
 2.24508E+03	 1.27458E+03
 2.24731E+03	 1.27246E+03
 2.24954E+03	 1.27414E+03
 2.25177E+03	 1.27414E+03
 2.25400E+03	 1.27494E+03
 2.25623E+03	 1.27372E+03
 2.25846E+03	 1.27230E+03
 2.26069E+03	 1.27134E+03
 2.26292E+03	 1.27366E+03
 2.26515E+03	 1.27240E+03
 2.26737E+03	 1.27244E+03
 2.26960E+03	 1.27190E+03
 2.27182E+03	 1.27282E+03
 2.27405E+03	 1.27260E+03
 2.27627E+03	 1.27206E+03
 2.27849E+03	 1.27348E+03
 2.28072E+03	 1.27404E+03
 2.28294E+03	 1.27398E+03
 2.28516E+03	 1.27264E+03
 2.28738E+03	 1.27270E+03
 2.28960E+03	 1.27160E+03
 2.29182E+03	 1.27270E+03
 2.29404E+03	 1.27130E+03
 2.29626E+03	 1.27226E+03
 2.29847E+03	 1.27236E+03
 2.30069E+03	 1.27130E+03
 2.30291E+03	 1.27106E+03
 2.30512E+03	 1.27132E+03
 2.30734E+03	 1.27046E+03
 2.30955E+03	 1.27130E+03
 2.31176E+03	 1.27152E+03
 2.31398E+03	 1.27220E+03
 2.31619E+03	 1.27126E+03
 2.31840E+03	 1.27144E+03
 2.32061E+03	 1.27246E+03
 2.32282E+03	 1.27102E+03
 2.32503E+03	 1.27174E+03
 2.32724E+03	 1.27160E+03
 2.32945E+03	 1.27192E+03
 2.33166E+03	 1.27268E+03
 2.33386E+03	 1.26956E+03
 2.33607E+03	 1.27194E+03
 2.33827E+03	 1.27220E+03
 2.34048E+03	 1.27112E+03
 2.34268E+03	 1.27078E+03
 2.34489E+03	 1.27086E+03
 2.34709E+03	 1.27042E+03
 2.34929E+03	 1.27116E+03
 2.35150E+03	 1.27154E+03
 2.35370E+03	 1.27144E+03
 2.35590E+03	 1.27178E+03
 2.35810E+03	 1.27148E+03
 2.36030E+03	 1.27130E+03
 2.36249E+03	 1.27080E+03
 2.36469E+03	 1.27194E+03
 2.36689E+03	 1.27070E+03
 2.36909E+03	 1.27136E+03
 2.37128E+03	 1.27128E+03
 2.37348E+03	 1.27154E+03
 2.37567E+03	 1.27152E+03
 2.37787E+03	 1.27102E+03
 2.38006E+03	 1.27096E+03
 2.38225E+03	 1.27114E+03
 2.38445E+03	 1.27046E+03
 2.38664E+03	 1.27002E+03
 2.38883E+03	 1.27074E+03
 2.39102E+03	 1.27098E+03
 2.39321E+03	 1.27066E+03
 2.39540E+03	 1.27126E+03
 2.39759E+03	 1.27044E+03
 2.39977E+03	 1.27074E+03
 2.40196E+03	 1.27108E+03
 2.40415E+03	 1.27068E+03
 2.40633E+03	 1.27048E+03
 2.40852E+03	 1.27046E+03
 2.41070E+03	 1.26892E+03
 2.41289E+03	 1.27156E+03
 2.41507E+03	 1.27060E+03
 2.41725E+03	 1.27032E+03
 2.41943E+03	 1.27036E+03
 2.42162E+03	 1.27140E+03
 2.42380E+03	 1.27074E+03
 2.42598E+03	 1.27180E+03
 2.42816E+03	 1.27016E+03
 2.43033E+03	 1.26966E+03
 2.43251E+03	 1.27104E+03
 2.43469E+03	 1.26988E+03
 2.43687E+03	 1.27076E+03
 2.43904E+03	 1.27110E+03
 2.44122E+03	 1.27112E+03
 2.44339E+03	 1.27046E+03
 2.44557E+03	 1.27038E+03
 2.44774E+03	 1.27024E+03
 2.44992E+03	 1.27160E+03
 2.45209E+03	 1.27024E+03
 2.45426E+03	 1.27124E+03
 2.45643E+03	 1.26950E+03
 2.45860E+03	 1.27178E+03
 2.46077E+03	 1.27062E+03
 2.46294E+03	 1.27006E+03
 2.46511E+03	 1.27074E+03
 2.46728E+03	 1.27116E+03
 2.46945E+03	 1.27116E+03
 2.47161E+03	 1.27188E+03
 2.47378E+03	 1.27104E+03
 2.47595E+03	 1.27078E+03
 2.47811E+03	 1.27116E+03
 2.48028E+03	 1.27156E+03
 2.48244E+03	 1.27056E+03
 2.48460E+03	 1.27030E+03
 2.48677E+03	 1.26944E+03
 2.48893E+03	 1.27122E+03
 2.49109E+03	 1.26916E+03
 2.49325E+03	 1.27116E+03
 2.49541E+03	 1.27060E+03
 2.49757E+03	 1.27176E+03
 2.49973E+03	 1.27100E+03
 2.50189E+03	 1.27150E+03
 2.50404E+03	 1.27048E+03
 2.50620E+03	 1.27150E+03
 2.50836E+03	 1.27038E+03
 2.51051E+03	 1.27048E+03
 2.51267E+03	 1.27044E+03
 2.51482E+03	 1.27198E+03
 2.51698E+03	 1.27142E+03
 2.51913E+03	 1.27014E+03
 2.52128E+03	 1.27368E+03
 2.52343E+03	 1.27202E+03
 2.52559E+03	 1.27210E+03
 2.52774E+03	 1.27156E+03
 2.52989E+03	 1.27172E+03
 2.53204E+03	 1.27238E+03
 2.53418E+03	 1.27088E+03
 2.53633E+03	 1.27270E+03
 2.53848E+03	 1.27278E+03
 2.54063E+03	 1.27022E+03
 2.54277E+03	 1.27066E+03
 2.54492E+03	 1.27268E+03
 2.54707E+03	 1.27288E+03
 2.54921E+03	 1.27306E+03
 2.55135E+03	 1.27342E+03
 2.55350E+03	 1.27170E+03
 2.55564E+03	 1.27098E+03
 2.55778E+03	 1.27184E+03
 2.55992E+03	 1.27210E+03
 2.56207E+03	 1.27254E+03
 2.56421E+03	 1.27276E+03
 2.56635E+03	 1.27258E+03
 2.56848E+03	 1.27288E+03
 2.57062E+03	 1.27256E+03
 2.57276E+03	 1.27330E+03
 2.57490E+03	 1.27160E+03
 2.57704E+03	 1.27320E+03
 2.57917E+03	 1.27150E+03
 2.58131E+03	 1.27400E+03
 2.58344E+03	 1.27212E+03
 2.58558E+03	 1.27300E+03
 2.58771E+03	 1.27348E+03
 2.58984E+03	 1.27340E+03
 2.59197E+03	 1.27326E+03
 2.59411E+03	 1.27144E+03
 2.59624E+03	 1.27290E+03
 2.59837E+03	 1.27402E+03
 2.60050E+03	 1.27528E+03
 2.60263E+03	 1.27344E+03
 2.60476E+03	 1.27424E+03
 2.60688E+03	 1.27370E+03
 2.60901E+03	 1.27346E+03
 2.61114E+03	 1.27430E+03
 2.61327E+03	 1.27288E+03
 2.61539E+03	 1.27510E+03
 2.61752E+03	 1.27416E+03
 2.61964E+03	 1.27508E+03
 2.62177E+03	 1.27264E+03
 2.62389E+03	 1.27454E+03
 2.62601E+03	 1.27494E+03
 2.62813E+03	 1.27412E+03
 2.63025E+03	 1.27524E+03
 2.63238E+03	 1.27498E+03
 2.63450E+03	 1.27584E+03
 2.63662E+03	 1.27546E+03
 2.63873E+03	 1.27548E+03
 2.64085E+03	 1.27598E+03
 2.64297E+03	 1.27672E+03
 2.64509E+03	 1.27638E+03
 2.64721E+03	 1.27602E+03
 2.64932E+03	 1.27654E+03
 2.65144E+03	 1.27780E+03
 2.65355E+03	 1.27610E+03
 2.65567E+03	 1.27624E+03
 2.65778E+03	 1.27492E+03
 2.65989E+03	 1.27706E+03
 2.66201E+03	 1.27680E+03
 2.66412E+03	 1.27642E+03
 2.66623E+03	 1.27668E+03
 2.66834E+03	 1.27760E+03
 2.67045E+03	 1.27654E+03
 2.67256E+03	 1.27824E+03
 2.67467E+03	 1.27846E+03
 2.67678E+03	 1.27780E+03
 2.67888E+03	 1.27938E+03
 2.68099E+03	 1.27874E+03
 2.68310E+03	 1.27928E+03
 2.68520E+03	 1.27890E+03
 2.68731E+03	 1.27960E+03
 2.68941E+03	 1.28018E+03
 2.69152E+03	 1.28092E+03
 2.69362E+03	 1.28154E+03
 2.69572E+03	 1.28018E+03
 2.69783E+03	 1.28194E+03
 2.69993E+03	 1.28086E+03
 2.70203E+03	 1.28280E+03
 2.70413E+03	 1.28364E+03
 2.70623E+03	 1.28266E+03
 2.70833E+03	 1.28420E+03
 2.71043E+03	 1.28608E+03
 2.71253E+03	 1.28508E+03
 2.71462E+03	 1.28558E+03
 2.71672E+03	 1.28626E+03
 2.71882E+03	 1.28764E+03
 2.72091E+03	 1.28624E+03
 2.72301E+03	 1.28692E+03
 2.72510E+03	 1.28722E+03
 2.72720E+03	 1.28646E+03
 2.72929E+03	 1.28920E+03
 2.73138E+03	 1.28898E+03
 2.73348E+03	 1.28822E+03
 2.73557E+03	 1.28932E+03
 2.73766E+03	 1.28814E+03
 2.73975E+03	 1.28830E+03
 2.74184E+03	 1.28962E+03
 2.74393E+03	 1.28894E+03
 2.74602E+03	 1.28898E+03
 2.74811E+03	 1.28760E+03
 2.75019E+03	 1.28874E+03
 2.75228E+03	 1.28810E+03
 2.75437E+03	 1.28690E+03
 2.75645E+03	 1.28884E+03
 2.75854E+03	 1.28800E+03
 2.76062E+03	 1.28862E+03
 2.76271E+03	 1.28778E+03
 2.76479E+03	 1.28818E+03
 2.76687E+03	 1.28726E+03
 2.76896E+03	 1.28672E+03
 2.77104E+03	 1.28778E+03
 2.77312E+03	 1.28954E+03
 2.77520E+03	 1.28928E+03
 2.77728E+03	 1.29004E+03
 2.77936E+03	 1.28854E+03
 2.78144E+03	 1.29046E+03
 2.78352E+03	 1.28998E+03
 2.78560E+03	 1.29172E+03
 2.78767E+03	 1.29196E+03
 2.78975E+03	 1.29194E+03
 2.79182E+03	 1.29226E+03
 2.79390E+03	 1.29270E+03
 2.79597E+03	 1.29326E+03
 2.79805E+03	 1.29444E+03
 2.80012E+03	 1.29654E+03
 2.80220E+03	 1.29958E+03
 2.80427E+03	 1.29836E+03
 2.80634E+03	 1.29974E+03
 2.80841E+03	 1.30182E+03
 2.81048E+03	 1.30244E+03
 2.81255E+03	 1.30728E+03
 2.81462E+03	 1.30650E+03
 2.81669E+03	 1.30664E+03
 2.81876E+03	 1.30798E+03
 2.82083E+03	 1.31218E+03
 2.82289E+03	 1.31166E+03
 2.82496E+03	 1.31178E+03
 2.82703E+03	 1.31366E+03
 2.82909E+03	 1.31392E+03
 2.83116E+03	 1.31772E+03
 2.83322E+03	 1.32194E+03
 2.83529E+03	 1.32482E+03
 2.83735E+03	 1.32320E+03
 2.83941E+03	 1.32760E+03
 2.84147E+03	 1.32928E+03
 2.84354E+03	 1.33516E+03
 2.84560E+03	 1.33862E+03
 2.84766E+03	 1.34092E+03
 2.84972E+03	 1.34502E+03
 2.85178E+03	 1.34726E+03
 2.85384E+03	 1.34938E+03
 2.85589E+03	 1.35764E+03
 2.85795E+03	 1.35904E+03
 2.86001E+03	 1.36266E+03
 2.86206E+03	 1.37338E+03
 2.86412E+03	 1.37778E+03
 2.86618E+03	 1.38218E+03
 2.86823E+03	 1.38708E+03
 2.87028E+03	 1.39368E+03
 2.87234E+03	 1.40158E+03
 2.87439E+03	 1.40924E+03
 2.87644E+03	 1.41532E+03
 2.87849E+03	 1.42500E+03
 2.88055E+03	 1.43482E+03
 2.88260E+03	 1.44106E+03
 2.88465E+03	 1.45484E+03
 2.88670E+03	 1.45204E+03
 2.88875E+03	 1.46512E+03
 2.89079E+03	 1.46868E+03
 2.89284E+03	 1.47476E+03
 2.89489E+03	 1.47268E+03
 2.89694E+03	 1.47386E+03
 2.89898E+03	 1.47678E+03
 2.90103E+03	 1.47984E+03
 2.90307E+03	 1.48244E+03
 2.90512E+03	 1.47708E+03
 2.90716E+03	 1.47544E+03
 2.90920E+03	 1.47120E+03
 2.91125E+03	 1.47122E+03
 2.91329E+03	 1.46904E+03
 2.91533E+03	 1.46436E+03
 2.91737E+03	 1.45992E+03
 2.91941E+03	 1.45744E+03
 2.92145E+03	 1.45224E+03
 2.92349E+03	 1.45208E+03
 2.92553E+03	 1.45356E+03
 2.92757E+03	 1.45336E+03
 2.92961E+03	 1.44670E+03
 2.93164E+03	 1.44736E+03
 2.93368E+03	 1.44484E+03
 2.93572E+03	 1.44974E+03
 2.93775E+03	 1.45030E+03
 2.93979E+03	 1.44642E+03
 2.94182E+03	 1.44524E+03
 2.94385E+03	 1.44058E+03
 2.94589E+03	 1.43864E+03
 2.94792E+03	 1.43646E+03
 2.94995E+03	 1.42962E+03
 2.95198E+03	 1.42572E+03
 2.95402E+03	 1.41922E+03
 2.95605E+03	 1.41654E+03
 2.95808E+03	 1.41024E+03
 2.96010E+03	 1.40538E+03
 2.96213E+03	 1.40602E+03
 2.96416E+03	 1.40504E+03
 2.96619E+03	 1.39838E+03
 2.96822E+03	 1.39564E+03
 2.97024E+03	 1.39770E+03
 2.97227E+03	 1.38876E+03
 2.97429E+03	 1.38790E+03
 2.97632E+03	 1.38572E+03
 2.97834E+03	 1.38216E+03
 2.98037E+03	 1.37922E+03
 2.98239E+03	 1.37734E+03
 2.98441E+03	 1.37128E+03
 2.98643E+03	 1.36998E+03
 2.98846E+03	 1.36992E+03
 2.99048E+03	 1.36660E+03
 2.99250E+03	 1.36752E+03
 2.99452E+03	 1.36528E+03
 2.99654E+03	 1.36612E+03
 2.99856E+03	 1.36500E+03
 3.00057E+03	 1.36454E+03
 3.00259E+03	 1.36418E+03
 3.00461E+03	 1.36442E+03
 3.00663E+03	 1.36486E+03
 3.00864E+03	 1.36628E+03
 3.01066E+03	 1.36630E+03
 3.01267E+03	 1.36740E+03
 3.01469E+03	 1.36928E+03
 3.01670E+03	 1.36878E+03
 3.01871E+03	 1.37322E+03
 3.02073E+03	 1.37330E+03
 3.02274E+03	 1.37390E+03
 3.02475E+03	 1.37562E+03
 3.02676E+03	 1.37606E+03
 3.02877E+03	 1.37988E+03
 3.03078E+03	 1.38174E+03
 3.03279E+03	 1.38416E+03
 3.03480E+03	 1.38858E+03
 3.03681E+03	 1.38738E+03
 3.03881E+03	 1.38800E+03
 3.04082E+03	 1.39308E+03
 3.04283E+03	 1.39452E+03
 3.04483E+03	 1.39670E+03
 3.04684E+03	 1.39876E+03
 3.04885E+03	 1.40074E+03
 3.05085E+03	 1.40926E+03
 3.05285E+03	 1.41168E+03
 3.05486E+03	 1.41462E+03
 3.05686E+03	 1.41940E+03
 3.05886E+03	 1.42104E+03
 3.06086E+03	 1.42484E+03
 3.06286E+03	 1.42454E+03
 3.06487E+03	 1.43508E+03
 3.06687E+03	 1.43546E+03
 3.06887E+03	 1.43890E+03
 3.07086E+03	 1.44130E+03
 3.07286E+03	 1.44630E+03
 3.07486E+03	 1.45246E+03
 3.07686E+03	 1.45326E+03
 3.07885E+03	 1.45930E+03
 3.08085E+03	 1.46578E+03
 3.08285E+03	 1.47088E+03
 3.08484E+03	 1.47264E+03
 3.08684E+03	 1.48284E+03
 3.08883E+03	 1.48426E+03
 3.09082E+03	 1.49198E+03
 3.09282E+03	 1.49626E+03
 3.09481E+03	 1.49818E+03
 3.09680E+03	 1.50406E+03
 3.09879E+03	 1.50720E+03
 3.10078E+03	 1.51400E+03
 3.10277E+03	 1.52278E+03
 3.10476E+03	 1.52408E+03
 3.10675E+03	 1.52602E+03
 3.10874E+03	 1.54194E+03
 3.11073E+03	 1.54836E+03
 3.11272E+03	 1.55082E+03
 3.11471E+03	 1.55618E+03
 3.11669E+03	 1.56432E+03
 3.11868E+03	 1.57044E+03
 3.12066E+03	 1.57970E+03
 3.12265E+03	 1.58866E+03
 3.12463E+03	 1.58820E+03
 3.12662E+03	 1.59206E+03
 3.12860E+03	 1.60514E+03
 3.13058E+03	 1.61242E+03
 3.13257E+03	 1.62122E+03
 3.13455E+03	 1.62172E+03
 3.13653E+03	 1.62832E+03
 3.13851E+03	 1.64002E+03
 3.14049E+03	 1.65070E+03
 3.14247E+03	 1.65126E+03
 3.14445E+03	 1.65850E+03
 3.14643E+03	 1.66968E+03
 3.14840E+03	 1.67436E+03
 3.15038E+03	 1.67800E+03
 3.15236E+03	 1.69004E+03
 3.15433E+03	 1.68900E+03
 3.15631E+03	 1.69762E+03
 3.15829E+03	 1.70398E+03
 3.16026E+03	 1.71508E+03
 3.16224E+03	 1.72310E+03
 3.16421E+03	 1.72196E+03
 3.16618E+03	 1.73262E+03
 3.16815E+03	 1.73608E+03
 3.17013E+03	 1.74672E+03
 3.17210E+03	 1.74788E+03
 3.17407E+03	 1.76306E+03
 3.17604E+03	 1.75490E+03
 3.17801E+03	 1.76510E+03
 3.17998E+03	 1.77426E+03
 3.18195E+03	 1.78526E+03
 3.18392E+03	 1.79206E+03
 3.18589E+03	 1.78974E+03
 3.18785E+03	 1.80032E+03
 3.18982E+03	 1.80100E+03
 3.19179E+03	 1.81088E+03
 3.19375E+03	 1.80816E+03
 3.19572E+03	 1.81584E+03
 3.19768E+03	 1.82110E+03
 3.19965E+03	 1.82596E+03
 3.20161E+03	 1.83512E+03
 3.20357E+03	 1.83708E+03
 3.20554E+03	 1.83732E+03
 3.20750E+03	 1.83512E+03
 3.20946E+03	 1.84120E+03
 3.21142E+03	 1.85426E+03
 3.21338E+03	 1.85394E+03
 3.21534E+03	 1.86146E+03
 3.21730E+03	 1.86042E+03
 3.21926E+03	 1.86342E+03
 3.22122E+03	 1.86972E+03
 3.22318E+03	 1.87580E+03
 3.22513E+03	 1.87200E+03
 3.22709E+03	 1.87388E+03
 3.22905E+03	 1.87278E+03
 3.23100E+03	 1.87688E+03
 3.23296E+03	 1.88204E+03
 3.23491E+03	 1.88338E+03
 3.23687E+03	 1.88986E+03
 3.23882E+03	 1.88862E+03
 3.24077E+03	 1.87918E+03
 3.24273E+03	 1.88300E+03
 3.24468E+03	 1.88934E+03
 3.24663E+03	 1.88322E+03
 3.24858E+03	 1.88146E+03
 3.25053E+03	 1.88156E+03
 3.25248E+03	 1.88956E+03
 3.25443E+03	 1.88272E+03
 3.25638E+03	 1.88510E+03
 3.25833E+03	 1.88320E+03
 3.26028E+03	 1.89198E+03
 3.26222E+03	 1.89368E+03
 3.26417E+03	 1.88830E+03
 3.26612E+03	 1.88720E+03
 3.26806E+03	 1.88818E+03
 3.27001E+03	 1.89230E+03
 3.27195E+03	 1.89134E+03
 3.27390E+03	 1.88618E+03
 3.27584E+03	 1.88824E+03
 3.27779E+03	 1.88572E+03
 3.27973E+03	 1.88944E+03
 3.28167E+03	 1.88922E+03
 3.28361E+03	 1.88946E+03
 3.28555E+03	 1.88940E+03
 3.28749E+03	 1.89996E+03
 3.28943E+03	 1.89140E+03
 3.29137E+03	 1.89018E+03
 3.29331E+03	 1.89496E+03
 3.29525E+03	 1.90392E+03
 3.29719E+03	 1.89420E+03
 3.29913E+03	 1.89140E+03
 3.30107E+03	 1.89376E+03
 3.30300E+03	 1.89688E+03
 3.30494E+03	 1.89364E+03
 3.30687E+03	 1.89022E+03
 3.30881E+03	 1.90034E+03
 3.31074E+03	 1.90208E+03
 3.31268E+03	 1.89464E+03
 3.31461E+03	 1.89998E+03
 3.31654E+03	 1.89864E+03
 3.31848E+03	 1.90342E+03
 3.32041E+03	 1.91512E+03
 3.32234E+03	 1.91070E+03
 3.32427E+03	 1.90902E+03
 3.32620E+03	 1.91518E+03
 3.32813E+03	 1.90974E+03
 3.33006E+03	 1.92272E+03
 3.33199E+03	 1.91816E+03
 3.33392E+03	 1.92242E+03
 3.33585E+03	 1.93220E+03
 3.33777E+03	 1.92472E+03
 3.33970E+03	 1.92284E+03
 3.34163E+03	 1.93194E+03
 3.34355E+03	 1.93478E+03
 3.34548E+03	 1.94062E+03
 3.34740E+03	 1.93878E+03
 3.34933E+03	 1.94578E+03
 3.35125E+03	 1.94600E+03
 3.35318E+03	 1.94630E+03
 3.35510E+03	 1.94948E+03
 3.35702E+03	 1.95286E+03
 3.35894E+03	 1.95534E+03
 3.36086E+03	 1.95914E+03
 3.36279E+03	 1.95490E+03
 3.36471E+03	 1.96192E+03
 3.36663E+03	 1.95900E+03
 3.36854E+03	 1.97114E+03
 3.37046E+03	 1.96818E+03
 3.37238E+03	 1.96812E+03
 3.37430E+03	 1.97048E+03
 3.37622E+03	 1.97326E+03
 3.37813E+03	 1.97346E+03
 3.38005E+03	 1.98170E+03
 3.38197E+03	 1.97760E+03
 3.38388E+03	 1.97768E+03
 3.38580E+03	 1.98652E+03
 3.38771E+03	 1.99520E+03
 3.38962E+03	 1.98852E+03
 3.39154E+03	 1.99100E+03
 3.39345E+03	 1.98614E+03
 3.39536E+03	 1.98464E+03
 3.39727E+03	 1.99460E+03
 3.39919E+03	 1.99780E+03
 3.40110E+03	 1.99148E+03
 3.40301E+03	 1.97946E+03
 3.40492E+03	 1.98626E+03
 3.40683E+03	 1.99174E+03
 3.40873E+03	 1.98700E+03
 3.41064E+03	 1.99270E+03
 3.41255E+03	 1.99224E+03
 3.41446E+03	 1.99002E+03
 3.41636E+03	 1.99306E+03
 3.41827E+03	 1.98710E+03
 3.42018E+03	 1.98660E+03
 3.42208E+03	 1.99336E+03
 3.42399E+03	 1.98870E+03
 3.42589E+03	 1.98274E+03
 3.42780E+03	 1.99508E+03
 3.42970E+03	 1.98898E+03
 3.43160E+03	 1.98496E+03
 3.43350E+03	 1.98500E+03
 3.43541E+03	 1.98212E+03
 3.43731E+03	 1.97500E+03
 3.43921E+03	 1.96896E+03
 3.44111E+03	 1.97632E+03
 3.44301E+03	 1.97674E+03
 3.44491E+03	 1.96860E+03
 3.44681E+03	 1.96640E+03
 3.44870E+03	 1.96538E+03
 3.45060E+03	 1.96716E+03
 3.45250E+03	 1.95282E+03
 3.45440E+03	 1.95818E+03
 3.45629E+03	 1.94890E+03
 3.45819E+03	 1.95058E+03
 3.46008E+03	 1.93576E+03
 3.46198E+03	 1.93706E+03
 3.46387E+03	 1.93700E+03
 3.46577E+03	 1.93618E+03
 3.46766E+03	 1.92534E+03
 3.46955E+03	 1.91952E+03
 3.47145E+03	 1.90878E+03
 3.47334E+03	 1.90550E+03
 3.47523E+03	 1.90774E+03
 3.47712E+03	 1.90868E+03
 3.47901E+03	 1.89956E+03
 3.48090E+03	 1.89176E+03
 3.48279E+03	 1.89058E+03
 3.48468E+03	 1.89244E+03
 3.48657E+03	 1.88482E+03
 3.48846E+03	 1.87044E+03
 3.49034E+03	 1.86438E+03
 3.49223E+03	 1.86512E+03
 3.49412E+03	 1.84990E+03
 3.49600E+03	 1.84786E+03
 3.49789E+03	 1.84268E+03
 3.49977E+03	 1.83002E+03
 3.50166E+03	 1.83356E+03
 3.50354E+03	 1.82306E+03
 3.50542E+03	 1.81824E+03
 3.50731E+03	 1.81022E+03
 3.50919E+03	 1.81170E+03
 3.51107E+03	 1.79796E+03
 3.51295E+03	 1.78978E+03
 3.51484E+03	 1.78804E+03
 3.51672E+03	 1.77874E+03
 3.51860E+03	 1.77664E+03
 3.52048E+03	 1.76430E+03
 3.52236E+03	 1.76136E+03
 3.52423E+03	 1.75242E+03
 3.52611E+03	 1.76038E+03
 3.52799E+03	 1.74180E+03
 3.52987E+03	 1.73508E+03
 3.53174E+03	 1.73330E+03
 3.53362E+03	 1.72736E+03
 3.53550E+03	 1.71784E+03
 3.53737E+03	 1.71726E+03
 3.53925E+03	 1.70238E+03
 3.54112E+03	 1.70270E+03
 3.54299E+03	 1.69302E+03
 3.54487E+03	 1.68886E+03
 3.54674E+03	 1.69146E+03
 3.54861E+03	 1.67816E+03
 3.55049E+03	 1.67926E+03
 3.55236E+03	 1.67566E+03
 3.55423E+03	 1.67344E+03
 3.55610E+03	 1.66636E+03
 3.55797E+03	 1.65244E+03
 3.55984E+03	 1.65590E+03
 3.56171E+03	 1.64652E+03
 3.56358E+03	 1.64144E+03
 3.56544E+03	 1.63720E+03
 3.56731E+03	 1.63334E+03
 3.56918E+03	 1.62786E+03
 3.57104E+03	 1.62160E+03
 3.57291E+03	 1.61824E+03
 3.57478E+03	 1.61418E+03
 3.57664E+03	 1.60526E+03
 3.57851E+03	 1.59882E+03
 3.58037E+03	 1.60292E+03
 3.58223E+03	 1.59716E+03
 3.58410E+03	 1.58632E+03
 3.58596E+03	 1.58154E+03
 3.58782E+03	 1.57866E+03
 3.58969E+03	 1.57404E+03
 3.59155E+03	 1.56822E+03
 3.59341E+03	 1.56590E+03
 3.59527E+03	 1.56460E+03
 3.59713E+03	 1.55908E+03
 3.59899E+03	 1.55194E+03
 3.60085E+03	 1.54896E+03
 3.60270E+03	 1.54592E+03
 3.60456E+03	 1.54004E+03
 3.60642E+03	 1.53858E+03
 3.60828E+03	 1.53594E+03
 3.61013E+03	 1.52732E+03
 3.61199E+03	 1.52832E+03
 3.61385E+03	 1.52234E+03
 3.61570E+03	 1.52098E+03
 3.61756E+03	 1.51422E+03
 3.61941E+03	 1.51046E+03
 3.62126E+03	 1.50428E+03
 3.62312E+03	 1.49996E+03
 3.62497E+03	 1.50040E+03
 3.62682E+03	 1.49198E+03
 3.62867E+03	 1.49082E+03
 3.63053E+03	 1.49058E+03
 3.63238E+03	 1.48116E+03
 3.63423E+03	 1.47686E+03
 3.63608E+03	 1.47566E+03
 3.63793E+03	 1.46992E+03
 3.63978E+03	 1.46590E+03
 3.64162E+03	 1.45860E+03
 3.64347E+03	 1.45272E+03
 3.64532E+03	 1.45186E+03
 3.64717E+03	 1.44270E+03
